intercept_b,intercept_p,tau2_hat,tau2_p,sample_size,k,true_tau2,mu,reliability_mean,reliability_sd,effect_type,method,step_length,maxiterations,non_converged
0.14160650276027,0.0043524906871667,0.0186640409652227,0.00331030022973515,150,20,0.04,0.2,0.7,0.15,r,HV,0.5,100,0
0.21147932549827,1.3909619241713e-19,0.000323926053148668,0.698792072071608,150,20,0,0.3,0.7,0.15,r,HV,0.5,100,0
0.212389785373559,3.98773382165844e-10,0.00428062295521382,0.151641198339747,150,20,0.01,0.3,0.7,0.15,r,HV,0.5,100,0
0.212853292945702,3.32427210538346e-07,0.0107273489418415,0.0205110983436392,150,20,0.0225,0.3,0.7,0.15,r,HV,0.5,100,0
0.211935495311666,3.5263675383993e-05,0.0197630351956258,0.0022544665645532,150,20,0.04,0.3,0.7,0.15,r,HV,0.5,100,0
0.282037380817759,3.68763971629674e-27,0.00101667051149659,0.477301465800538,150,20,0,0.4,0.7,0.15,r,HV,0.5,100,0
0.282866473804575,5.71067322304754e-16,0.00569640235363587,0.0813997504622443,150,20,0.01,0.4,0.7,0.15,r,HV,0.5,100,0
0.283144097249218,1.04986724722501e-10,0.0121423595764137,0.0110263481270117,150,20,0.0225,0.4,0.7,0.15,r,HV,0.5,100,0
0.282016228425755,7.8048993973535e-08,0.0208662720708402,0.000773657432451128,150,20,0.04,0.4,0.7,0.15,r,HV,0.5,100,0
0.352985564982705,2.5612713722753e-31,0.00235401011301393,0.235382151715325,150,20,0,0.5,0.7,0.15,r,HV,0.5,100,0
0.353285826777118,9.22755898367114e-22,0.00759264689887826,0.0317218420211472,150,20,0.01,0.5,0.7,0.15,r,HV,0.5,100,0
0.352883120067864,1.31183421818752e-14,0.0139918569395975,0.00394534393776505,150,20,0.0225,0.5,0.7,0.15,r,HV,0.5,100,0
0.350817258100344,5.93976734803862e-11,0.0220529333120725,0.000421181732339558,150,20,0.04,0.5,0.7,0.15,r,HV,0.5,100,0
0.423633070240508,1.07084768926582e-36,0.0044594788408707,0.0711833571464043,150,20,0,0.6,0.7,0.15,r,HV,0.5,100,0
0.423214022452279,1.21171761959332e-22,0.00985536256244768,0.00819194906277469,150,20,0.01,0.6,0.7,0.15,r,HV,0.5,100,0
0.42213813408589,1.62229784297791e-17,0.0158336637294373,0.00104641993049564,150,20,0.0225,0.6,0.7,0.15,r,HV,0.5,100,0
0.414891937536632,1.64801848501727e-13,0.0224806370305314,0.000183339081040386,150,20,0.04,0.6,0.7,0.15,r,HV,0.5,100,0
-0.00015725808843803,0.57467879500139,7.90881661411817e-05,0.830584377518708,150,20,0,0,0.8,0.15,r,HV,0.5,100,0
-2.66621475424968e-05,0.485647174118161,0.00413758187717863,0.172442383798547,150,20,0.01,0,0.8,0.15,r,HV,0.5,100,0
-3.68345585751202e-05,0.489770131132743,0.0121358028194294,0.0177415954621082,150,20,0.0225,0,0.8,0.15,r,HV,0.5,100,0
-0.000495026244172533,0.490333990139089,0.0233269266914944,0.00120882849119359,150,20,0.04,0,0.8,0.15,r,HV,0.5,100,0
0.078542898816835,0.000794111169228205,0.000103838977674957,0.817511078237104,150,20,0,0.1,0.8,0.15,r,HV,0.5,100,0
0.0794486736334008,0.0158253225188191,0.00442018335862429,0.154658427155429,150,20,0.01,0.1,0.8,0.15,r,HV,0.5,100,0
0.0789963524482687,0.064931907392387,0.0123041358961331,0.0160807052880834,150,20,0.0225,0.1,0.8,0.15,r,HV,0.5,100,0
0.0795963267515661,0.129254588065294,0.0233007004539275,0.00121240720514321,150,20,0.04,0.1,0.8,0.15,r,HV,0.5,100,0
0.157619422007321,1.89512522339123e-11,0.000206912428330455,0.751759902526464,150,20,0,0.2,0.8,0.15,r,HV,0.5,100,0
0.158500753599646,3.87586446018744e-06,0.00491329614055985,0.124879990227234,150,20,0.01,0.2,0.8,0.15,r,HV,0.5,100,0
0.157900162461746,0.000357285212399595,0.0127495081541217,0.0114641868192535,150,20,0.0225,0.2,0.8,0.15,r,HV,0.5,100,0
0.15842774672547,0.00429010522625452,0.0238533761044656,0.000629700469776431,150,20,0.04,0.2,0.8,0.15,r,HV,0.5,100,0
0.236355813438143,5.88459831024842e-22,0.000454325972948104,0.637915363745781,150,20,0,0.3,0.8,0.15,r,HV,0.5,100,0
0.237236396663497,7.75485973420049e-11,0.00574206188204825,0.0857549757316393,150,20,0.01,0.3,0.8,0.15,r,HV,0.5,100,0
0.236933818838567,2.54926751556629e-07,0.013592725943696,0.00771697355930378,150,20,0.0225,0.3,0.8,0.15,r,HV,0.5,100,0
0.23619088224792,3.21580220156818e-05,0.0246305739190091,0.000418571306776641,150,20,0.04,0.3,0.8,0.15,r,HV,0.5,100,0
0.315508620063299,2.04739372289539e-32,0.00104400792172936,0.455413039975405,150,20,0,0.4,0.8,0.15,r,HV,0.5,100,0
0.316024832706907,2.88990274498034e-17,0.00699588612378914,0.0423904538903724,150,20,0.01,0.4,0.8,0.15,r,HV,0.5,100,0
0.316339974794746,2.54986006233732e-11,0.014901080053261,0.00376073644306188,150,20,0.0225,0.4,0.8,0.15,r,HV,0.5,100,0
0.315672434942022,6.9621152554796e-08,0.0254218688800888,0.000267989342433703,150,20,0.04,0.4,0.8,0.15,r,HV,0.5,100,0
0.394228030927419,8.49213778173473e-37,0.00213836347758894,0.238062778349071,150,20,0,0.5,0.8,0.15,r,HV,0.5,100,0
0.394599995327447,2.52924059466915e-24,0.00845653676197572,0.0167698279837921,150,20,0.01,0.5,0.8,0.15,r,HV,0.5,100,0
0.393581526488456,7.95748021266018e-16,0.0162856351429682,0.00148976667667795,150,20,0.0225,0.5,0.8,0.15,r,HV,0.5,100,0
0.391221266658467,4.91606704742141e-11,0.0261936472839961,0.000129209442821967,150,20,0.04,0.5,0.8,0.15,r,HV,0.5,100,0
0.47268936464685,6.80521057202597e-47,0.00371571070203795,0.0782387530823865,150,20,0,0.6,0.8,0.15,r,HV,0.5,100,0
0.47300298889327,2.85886277552004e-28,0.0102797630463487,0.00400017944656679,150,20,0.01,0.6,0.8,0.15,r,HV,0.5,100,0
0.471068765779926,2.70972862548243e-21,0.0177113053364534,0.000326341422943611,150,20,0.0225,0.6,0.8,0.15,r,HV,0.5,100,0
0.463940794035294,1.94716788194488e-14,0.025785423196839,0.000100986696373932,150,20,0.04,0.6,0.8,0.15,r,HV,0.5,100,0
0.000134534981758217,0.546666179834907,0.000188449113531253,0.74818330531548,150,20,0,0,0.9,0.15,r,HV,0.5,100,0
-0.000190688913050295,0.487896306362446,0.00587268980015156,0.0996020855980457,150,20,0.01,0,0.9,0.15,r,HV,0.5,100,0
0.000174440313298913,0.487517770422771,0.0149752092144517,0.00745645032704987,150,20,0.0225,0,0.9,0.15,r,HV,0.5,100,0
-0.000108847723515946,0.486177876187536,0.0278738646423229,0.000430586212610548,150,20,0.04,0,0.9,0.15,r,HV,0.5,100,0
0.0851247852531347,0.000445464613685671,0.000220319913158186,0.734737020440251,150,20,0,0.1,0.9,0.15,r,HV,0.5,100,0
0.0852908326526246,0.0163108488278549,0.00593657625254055,0.0926998364149526,150,20,0.01,0.1,0.9,0.15,r,HV,0.5,100,0
0.0854608652018917,0.0625246907105959,0.0151073244359694,0.00678175540615965,150,20,0.0225,0.1,0.9,0.15,r,HV,0.5,100,0
0.0855175230494029,0.132908598118722,0.0280027509311589,0.000300852601094862,150,20,0.04,0.1,0.9,0.15,r,HV,0.5,100,0
0.170331356697951,1.83777836489238e-12,0.000335116503485783,0.683732058351066,150,20,0,0.2,0.9,0.15,r,HV,0.5,100,0
0.171470641475909,4.42612230397447e-06,0.00632924817412311,0.0750429504712959,150,20,0.01,0.2,0.9,0.15,r,HV,0.5,100,0
0.171216202287107,0.000278377582536218,0.0154457307794678,0.00519519277260294,150,20,0.0225,0.2,0.9,0.15,r,HV,0.5,100,0
0.171332359753682,0.00392863607776819,0.0283038792162371,0.000208755420578806,150,20,0.04,0.2,0.9,0.15,r,HV,0.5,100,0
0.25562457351914,1.94961414388863e-21,0.000562587770285096,0.593386822943868,150,20,0,0.3,0.9,0.15,r,HV,0.5,100,0
0.256459636137535,2.94878507700613e-11,0.00693036721522692,0.0527471764666852,150,20,0.01,0.3,0.9,0.15,r,HV,0.5,100,0
0.256587391211097,1.86480162244724e-07,0.0162126693425457,0.00329000331880535,150,20,0.0225,0.3,0.9,0.15,r,HV,0.5,100,0
0.256004380856034,2.55287938364065e-05,0.0289335578122466,0.000182286001797648,150,20,0.04,0.3,0.9,0.15,r,HV,0.5,100,0
0.340723287238161,3.67527173072062e-38,0.000967346794597134,0.458384760411354,150,20,0,0.4,0.9,0.15,r,HV,0.5,100,0
0.341405077181255,1.57522857075464e-18,0.00769406036811041,0.0291019791229167,150,20,0.01,0.4,0.9,0.15,r,HV,0.5,100,0
0.341697795345136,2.33437327944668e-11,0.0168141304435418,0.00157862887214143,150,20,0.0225,0.4,0.9,0.15,r,HV,0.5,100,0
0.340069327866756,1.52647818769019e-07,0.0292682025355367,6.70442739120887e-05,150,20,0.04,0.4,0.9,0.15,r,HV,0.5,100,0
0.425927922426333,3.43578701094506e-57,0.00164058316197672,0.286096393120831,150,20,0,0.5,0.9,0.15,r,HV,0.5,100,0
0.426539361256691,1.41745554157171e-25,0.00882123903826746,0.0109784259085857,150,20,0.01,0.5,0.9,0.15,r,HV,0.5,100,0
0.425393542956075,3.06394588668157e-17,0.0178279918777868,0.000515738723897986,150,20,0.0225,0.5,0.9,0.15,r,HV,0.5,100,0
0.422085890126785,9.66449688721442e-11,0.0291671518347116,5.252128788031e-05,150,20,0.04,0.5,0.9,0.15,r,HV,0.5,100,0
0.510812712568362,2.01067586263538e-67,0.00267701437529355,0.116450610907241,150,20,0,0.6,0.9,0.15,r,HV,0.5,100,0
0.510786375124424,6.46608362041792e-36,0.0100743667187016,0.00259954494656612,150,20,0.01,0.6,0.9,0.15,r,HV,0.5,100,0
0.508604284617345,6.2431546213429e-22,0.0184619427284296,0.00014993266148066,150,20,0.0225,0.6,0.9,0.15,r,HV,0.5,100,0
0.50158863270356,1.59293736991894e-14,0.0282250518125495,4.72281064754609e-06,150,20,0.04,0.6,0.9,0.15,r,HV,0.5,100,0
-9.47003653609048e-05,0.6440789130522,8.63400816955084e-07,0.975000873945645,150,20,0,0,0.6,0.15,r,HS,0.5,100,0
-0.000169937613241028,0.52466407218644,0.000742122773521843,0.558478345362672,150,20,0.01,0,0.6,0.15,r,HS,0.5,100,0
0.000206322886128625,0.497307834102067,0.00439841974177308,0.168330985971884,150,20,0.0225,0,0.6,0.15,r,HS,0.5,100,0
0.000224751601768841,0.4901240864998,0.0109162983286101,0.0274466609980587,150,20,0.04,0,0.6,0.15,r,HS,0.5,100,0
0.0596927633185005,0.00553291753908443,1.30681937072233e-06,0.965717262631226,150,20,0,0.1,0.6,0.15,r,HS,0.5,100,0
0.0600932613170199,0.0219225891886189,0.000847996980417159,0.530488489024265,150,20,0.01,0.1,0.6,0.15,r,HS,0.5,100,0
0.0602831835217995,0.0675495873270994,0.00460564563474438,0.153256530700028,150,20,0.0225,0.1,0.6,0.15,r,HS,0.5,100,0
0.0597909962108424,0.137852594096197,0.0109382913195945,0.0265667952209474,150,20,0.04,0.1,0.6,0.15,r,HS,0.5,100,0
0.119658609697246,8.69518228375182e-08,9.98972323622741e-06,0.924785383789507,150,20,0,0.2,0.6,0.15,r,HS,0.5,100,0
0.119702614531978,7.04961857519198e-06,0.00118025820529513,0.456077684893071,150,20,0.01,0.2,0.6,0.15,r,HS,0.5,100,0
0.119435478886564,0.000627073113142942,0.00519205243845605,0.125406466078318,150,20,0.0225,0.2,0.6,0.15,r,HS,0.5,100,0
0.119525701179799,0.00538993527969285,0.0117583286788617,0.0196627045437915,150,20,0.04,0.2,0.6,0.15,r,HS,0.5,100,0
0.179511252678081,1.10995750318382e-16,6.59492628911757e-05,0.819376999153961,150,20,0,0.3,0.6,0.15,r,HS,0.5,100,0
0.179300828040975,8.36290431311691e-10,0.00198665538787957,0.325543505500496,150,20,0.01,0.3,0.6,0.15,r,HS,0.5,100,0
0.179650284965067,6.21660888780354e-07,0.00634588041630591,0.0814337414701128,150,20,0.0225,0.3,0.6,0.15,r,HS,0.5,100,0
0.178911411437002,4.24057159315811e-05,0.0127302598787738,0.0136254219764505,150,20,0.04,0.3,0.6,0.15,r,HS,0.5,100,0
0.239419591996886,2.19082262487072e-22,0.000443911295629732,0.602200913675995,150,20,0,0.4,0.6,0.15,r,HS,0.5,100,0
0.239456803711048,4.16090352996746e-15,0.00324375960842489,0.197852147762122,150,20,0.01,0.4,0.6,0.15,r,HS,0.5,100,0
0.239336335449272,2.76654128056048e-10,0.00785910922623971,0.0429057444202432,150,20,0.0225,0.4,0.6,0.15,r,HS,0.5,100,0
0.238473837730899,3.98621813848757e-07,0.0141725583176765,0.00776273252823009,150,20,0.04,0.4,0.6,0.15,r,HS,0.5,100,0
0.299156331498988,1.53713367951349e-25,0.00168011051477029,0.322697480860567,150,20,0,0.5,0.6,0.15,r,HS,0.5,100,0
0.29952286364868,2.10744200111633e-17,0.00516041839700351,0.0877649615002876,150,20,0.01,0.5,0.6,0.15,r,HS,0.5,100,0
0.298629958848717,9.23949034134754e-14,0.00985945557354961,0.0200886085252647,150,20,0.0225,0.5,0.6,0.15,r,HS,0.5,100,0
0.297345298332473,1.76189922227267e-10,0.0156572652573082,0.00330655289028386,150,20,0.04,0.5,0.6,0.15,r,HS,0.5,100,0
0.359301934608099,6.6088429691712e-25,0.00388118198557972,0.113360835796785,150,20,0,0.6,0.6,0.15,r,HS,0.5,100,0
0.358801808227856,2.87273417040223e-22,0.00764984328368196,0.0292215482589079,150,20,0.01,0.6,0.6,0.15,r,HS,0.5,100,0
0.35726348539604,1.30218118299977e-17,0.0119681520462633,0.00746031597974271,150,20,0.0225,0.6,0.6,0.15,r,HS,0.5,100,0
0.352226125082466,1.27953806800708e-13,0.0168459476490983,0.00173551970483263,150,20,0.04,0.6,0.6,0.15,r,HS,0.5,100,0
-0.00029323195226602,0.605720696133511,7.41660895239627e-06,0.925518910972047,150,20,0,0,0.7,0.15,r,HS,0.5,100,0
-2.09510861571512e-05,0.510311961082786,0.00200315125326381,0.341449000832765,150,20,0.01,0,0.7,0.15,r,HS,0.5,100,0
-0.000486491799495505,0.49632911287736,0.00780767061677055,0.0582600103771825,150,20,0.0225,0,0.7,0.15,r,HS,0.5,100,0
-0.00043330243446122,0.493015925222611,0.0162050330578647,0.00695194101768672,150,20,0.04,0,0.7,0.15,r,HS,0.5,100,0
0.0692396610934541,0.00205394212878973,1.66264455518983e-05,0.908631462306486,150,20,0,0.1,0.7,0.15,r,HS,0.5,100,0
0.0691181270183009,0.0180900821388604,0.00215173100639363,0.321479832703732,150,20,0.01,0.1,0.7,0.15,r,HS,0.5,100,0
0.0690537184286185,0.0679066989888932,0.00784311132353505,0.0568869132801464,150,20,0.0225,0.1,0.7,0.15,r,HS,0.5,100,0
0.0691137919160767,0.133940017662435,0.0164086124413259,0.00638642900530464,150,20,0.04,0.1,0.7,0.15,r,HS,0.5,100,0
0.1381746633494,4.15456370983512e-10,3.76570563336667e-05,0.858625010668813,150,20,0,0.2,0.7,0.15,r,HS,0.5,100,0
0.138064460736072,5.41584662533672e-06,0.0026840327340609,0.260044325858372,150,20,0.01,0.2,0.7,0.15,r,HS,0.5,100,0
0.138057683825953,0.000446368011078914,0.00854070068271559,0.0428995242744847,150,20,0.0225,0.2,0.7,0.15,r,HS,0.5,100,0
0.13756791766009,0.00488727718827055,0.0171367018085637,0.00456074194019588,150,20,0.04,0.2,0.7,0.15,r,HS,0.5,100,0
0.207582921504373,2.32392842142519e-20,0.000163927209042792,0.734390803954798,150,20,0,0.3,0.7,0.15,r,HS,0.5,100,0
0.207437581797884,9.56490623446038e-11,0.0035176009161963,0.180732555446449,150,20,0.01,0.3,0.7,0.15,r,HS,0.5,100,0
0.207546952153386,3.5834882224967e-07,0.00945733896526915,0.0268499360375018,150,20,0.0225,0.3,0.7,0.15,r,HS,0.5,100,0
0.207552326472483,4.44788780421465e-05,0.0182380871837722,0.00301079844725769,150,20,0.04,0.3,0.7,0.15,r,HS,0.5,100,0
0.276854574181495,5.51693931591556e-27,0.000647834693953358,0.526735325115928,150,20,0,0.4,0.7,0.15,r,HS,0.5,100,0
0.27687177482202,3.30182132177801e-16,0.00481599966775212,0.104133336886328,150,20,0.01,0.4,0.7,0.15,r,HS,0.5,100,0
0.27718571579216,4.68655508942599e-10,0.0110847994996163,0.0145025844812889,150,20,0.0225,0.4,0.7,0.15,r,HS,0.5,100,0
0.277138786359008,6.92416206874526e-08,0.0192526216270234,0.00148411198150009,150,20,0.04,0.4,0.7,0.15,r,HS,0.5,100,0
0.345842884243798,3.75664769382076e-33,0.00189640153278841,0.272230637122428,150,20,0,0.5,0.7,0.15,r,HS,0.5,100,0
0.345982703155499,9.80265582295299e-21,0.00671738056601271,0.0410447286007632,150,20,0.01,0.5,0.7,0.15,r,HS,0.5,100,0
0.345631688604778,2.49296298188496e-15,0.0127704866112669,0.00508355539142387,150,20,0.0225,0.5,0.7,0.15,r,HS,0.5,100,0
0.343754676505575,6.39175596768173e-11,0.0205735678034507,0.000404705631099358,150,20,0.04,0.5,0.7,0.15,r,HS,0.5,100,0
0.414510281689856,2.46348182006665e-38,0.00395253871592709,0.0885885408148501,150,20,0,0.6,0.7,0.15,r,HS,0.5,100,0
0.415281129835514,6.24462624471382e-25,0.00900461468824023,0.0117004667896171,150,20,0.01,0.6,0.7,0.15,r,HS,0.5,100,0
0.414447919108696,8.00898025825725e-19,0.0148836872355718,0.00156786457919607,150,20,0.0225,0.6,0.7,0.15,r,HS,0.5,100,0
0.407362705589018,5.90121613395406e-13,0.0213633038552221,0.00030029882281929,150,20,0.04,0.6,0.7,0.15,r,HS,0.5,100,0
0.000354994128654182,0.577168604252159,4.65916400949778e-05,0.845364799715363,150,20,0,0,0.8,0.15,r,HS,0.5,100,0
0.000202676490662685,0.495810509290786,0.00362090105854793,0.198441828778882,150,20,0.01,0,0.8,0.15,r,HS,0.5,100,0
-0.000340317166867655,0.494678161812557,0.0112097676616496,0.0222509038771832,150,20,0.0225,0,0.8,0.15,r,HS,0.5,100,0
0.000365934805106079,0.491232641472982,0.0214910890104746,0.00144315038149978,150,20,0.04,0,0.8,0.15,r,HS,0.5,100,0
0.0774142343911106,0.000915757059794655,5.63766229342303e-05,0.830987707828642,150,20,0,0.1,0.8,0.15,r,HS,0.5,100,0
0.0775541526406808,0.0157620230843251,0.00381102504012074,0.181964534863804,150,20,0.01,0.1,0.8,0.15,r,HS,0.5,100,0
0.0770912697973401,0.0645653260217092,0.0111736064058911,0.0212166779230843,150,20,0.0225,0.1,0.8,0.15,r,HS,0.5,100,0
0.0773944808186974,0.135905686504787,0.0219014278474451,0.00127146673151083,150,20,0.04,0.1,0.8,0.15,r,HS,0.5,100,0
0.154491492836267,1.15011029687896e-11,9.76237838244085e-05,0.782516358021837,150,20,0,0.2,0.8,0.15,r,HS,0.5,100,0
0.154846841224634,1.06394450511661e-05,0.00420859104861722,0.150655311686705,150,20,0.01,0.2,0.8,0.15,r,HS,0.5,100,0
0.154012133578412,0.000403354932580408,0.0116780290421088,0.0157347256936523,150,20,0.0225,0.2,0.8,0.15,r,HS,0.5,100,0
0.154829907301529,0.00419956891660397,0.0223066031335646,0.00136056524612392,150,20,0.04,0.2,0.8,0.15,r,HS,0.5,100,0
0.231950414329909,1.53102153838387e-21,0.000273497077220646,0.66881504933633,150,20,0,0.3,0.8,0.15,r,HS,0.5,100,0
0.231802857370749,3.29082024524474e-11,0.00502286753592583,0.100824386719905,150,20,0.01,0.3,0.8,0.15,r,HS,0.5,100,0
0.231915327577578,4.40193032448018e-07,0.0125442131130368,0.0100886239040475,150,20,0.0225,0.3,0.8,0.15,r,HS,0.5,100,0
0.231675002611615,3.66853687260315e-05,0.0231305316123289,0.000734002421008609,150,20,0.04,0.3,0.8,0.15,r,HS,0.5,100,0
0.309249563352103,5.85660267934992e-32,0.000725157156287998,0.492071223490857,150,20,0,0.4,0.8,0.15,r,HS,0.5,100,0
0.309180436083021,3.4277076425811e-18,0.00619788606147493,0.0535147413497527,150,20,0.01,0.4,0.8,0.15,r,HS,0.5,100,0
0.308932637862935,8.80778646864694e-11,0.013721659553133,0.0049946495122688,150,20,0.0225,0.4,0.8,0.15,r,HS,0.5,100,0
0.30834774844825,1.26446153349912e-07,0.0240859396694365,0.000287481046355082,150,20,0.04,0.4,0.8,0.15,r,HS,0.5,100,0
0.386729348374168,9.65388707439825e-45,0.00174303631995355,0.272721504282723,150,20,0,0.5,0.8,0.15,r,HS,0.5,100,0
0.386404592991911,1.69132533986949e-26,0.00763652540357864,0.0217596126403951,150,20,0.01,0.5,0.8,0.15,r,HS,0.5,100,0
0.386334975741348,2.15273439560251e-16,0.0152580424844235,0.00176683606682543,150,20,0.0225,0.5,0.8,0.15,r,HS,0.5,100,0
0.383408997821209,1.42832324634001e-11,0.0251049834011019,0.000111354063627352,150,20,0.04,0.5,0.8,0.15,r,HS,0.5,100,0
0.463629405935633,7.26721874261089e-47,0.00350373247711011,0.0913868675391109,150,20,0,0.6,0.8,0.15,r,HS,0.5,100,0
0.463846214556806,3.69093082768546e-31,0.00957724749293231,0.00615159889005709,150,20,0.01,0.6,0.8,0.15,r,HS,0.5,100,0
0.462676412886745,2.81045579604906e-21,0.0168225705909373,0.000591874002122084,150,20,0.0225,0.6,0.8,0.15,r,HS,0.5,100,0
0.455586232609981,5.58653355439627e-15,0.0251277046960142,5.39985768929398e-05,150,20,0.04,0.6,0.8,0.15,r,HS,0.5,100,0
-1.35048294476246e-05,0.558970728335243,0.000130202607765523,0.766709266339205,150,20,0,0,0.9,0.15,r,HS,0.5,100,0
6.86127788611874e-05,0.497273385243493,0.00521799345631969,0.118291836577961,150,20,0.01,0,0.9,0.15,r,HS,0.5,100,0
9.7157062353622e-05,0.47956681744527,0.0139174586456258,0.00918884546663724,150,20,0.0225,0,0.9,0.15,r,HS,0.5,100,0
2.77849717712024e-05,0.489319449497529,0.0261537812711089,0.000731515306654998,150,20,0.04,0,0.9,0.15,r,HS,0.5,100,0
0.0838115426876038,0.000458804926163361,0.00015142028523844,0.753299302599063,150,20,0,0.1,0.9,0.15,r,HS,0.5,100,0
